,SourcePatent,CitedPatent
5076,EP3030252-B1,US20090305993-A1
5077,EP3030252-B1,US20100048489-A1
5078,EP3030252-B1,US20100120694-A1
5079,EP3030252-B1,US20100152118-A1
5080,EP3030252-B1,US20100261877-A1
5081,EP3030252-B1,US20110118184-A1
5082,EP3030252-B1,US20120064039-A1
5083,EP3030252-B1,US20120213846-A1
5084,EP3030252-B1,US20120289460-A1
5085,EP3030252-B1,US20130096071-A1
5086,EP3030252-B1,US20130190238-A1
5087,EP3030252-B1,US20120040025-A9
5088,EP3030252-B1,US20120040892-A9
5089,EP3030252-B1,US6245886-B1
5090,EP3030252-B1,US6309633-B1
5091,EP3030252-B1,US6737423-B2
5092,EP3030252-B1,US7041786-B2
5093,EP3030252-B1,US7304036-B2
5094,EP3030252-B1,US7371727-B2
5095,EP3030252-B1,US7494979-B2
5096,EP3030252-B1,US7704947-B2
5097,EP3030252-B1,US7745409-B2
5098,EP3030252-B1,US7772188-B2
5099,EP3030252-B1,US7799897-B2
5100,EP3030252-B1,US7879802-B2
5101,EP3030252-B1,US7910546-B2
5102,EP3030252-B1,US8034782-B2
5103,EP3030252-B1,US8080526-B2
5104,EP3030252-B1,US8101579-B2
5105,EP3030252-B1,US8110553-B2
5106,EP3030252-B1,US8114831-B2
5107,EP3030252-B1,US8134015-B2
5108,EP3030252-B1,US8357775-B2
5109,EP3030252-B1,US8367800-B2
5110,EP3030252-B1,WO2007009607-A1
5111,EP3030252-B1,WO2012006450-A1
5112,EP3030252-B1,WO2012006473-A1
5113,EP3030252-B1,WO2012006475-A1
5114,EP3030252-B1,WO2012006477-A1
5115,EP3030252-B1,WO2012054110-A2
5116,EP3492106-B1,US6737423-B2
5117,EP3492106-B1,US8134015-B2
5118,EP3492106-B1,WO2012006473-A1
5119,EP3492106-B1,WO2012006475-A1
5120,EP3492106-B1,WO2012006477-A1
5121,EP3492106-B1,WO2012006474-A2
5122,EP3492106-B1,WO2012054110-A2
5123,EP3884935-A1,US20100215779-A1
5124,EP3884935-A1,WO2007009607-A1
5125,EP3884935-A1,WO2009149278-A1
5126,EP3884935-A1,WO2012006475-A1
5127,EP3884935-A1,WO2012006477-A1
5128,EP3884935-A1,WO2013025969-A1
5129,EP3884935-A1,WO2014169094-A2
5130,EP3884935-A1,CA1248525-A
5131,EP3884935-A1,DE2108438-A
5132,EP3884935-A1,DE2123328-A
5133,EP3884935-A1,DE2162096-A
5134,EP3884935-A1,DE2305339-A
5135,EP3884935-A1,DE2305575-A
5136,EP3884935-A1,DE2315801-A
5137,EP3884935-A1,DE2402908-A
5138,EP3884935-A1,DE2413935-A
5139,EP3884935-A1,DE2451417-A
5140,EP3884935-A1,DE2459090-A
5141,EP3884935-A1,DE2646469-A
5142,EP3884935-A1,DE2727481-A
5143,EP3884935-A1,DE2825048-A
5144,EP3884935-A1,DE2837161-A
5145,EP3884935-A1,DE2845220-A
5146,EP3884935-A1,DE2847621-A
5147,EP3884935-A1,DE2934747-A
5148,EP3884935-A1,DE3021792-A
5149,EP3884935-A1,DE3038166-A
5150,EP3884935-A1,DE3044568-A
5151,EP3884935-A1,DE3142982-A
5152,EP3884935-A1,DE1470341-A1
5153,EP3884935-A1,DE1116676-B
5154,EP3884935-A1,EP718-A
5155,EP3884935-A1,EP8408-A
5156,EP3884935-A1,EP10759-A
5157,EP3884935-A1,EP59948-A
5158,EP3884935-A1,EP75436-A
5159,EP3884935-A1,EP84856-A
5160,EP3884935-A1,EP96517-A
5161,EP3884935-A1,EP112987-A
5162,EP3884935-A1,EP116948-A
5163,EP3884935-A1,EP150937-A
5164,EP3884935-A1,EP158380-A
5165,EP3884935-A1,EP161632-A
5166,EP3884935-A1,EP161918-A
5167,EP3884935-A1,EP163965-A
5168,EP3884935-A1,EP167121-A
5169,EP3884935-A1,EP199127-A
5170,EP3884935-A1,EP220044-A
5171,EP3884935-A1,EP247725-A
5172,EP3884935-A1,EP258191-A
5173,EP3884935-A1,EP272910-A
5174,EP3884935-A1,EP272914-A
5175,EP3884935-A1,EP293063-A
5176,EP3884935-A1,EP294647-A
5177,EP3884935-A1,EP300726-A
5178,EP3884935-A1,EP335386-A
5179,EP3884935-A1,EP357788-A
5180,EP3884935-A1,EP389282-A
5181,EP3884935-A1,EP393500-A
5182,EP3884935-A1,EP406958-A
5183,EP3884935-A1,EP435811-A
5184,EP3884935-A1,EP463756-A
5185,EP3884935-A1,EP470805-A
5186,EP3884935-A1,EP490823-A1
5187,EP3884935-A1,EP506194-A1
5188,EP3884935-A1,EP510562-A1
5189,EP3884935-A1,EP511865-A1
5190,EP3884935-A1,EP527117-A1
5191,EP3884935-A1,EP553174-A1
5192,EP3884935-A1,EP579496-A1
5193,EP3884935-A1,EP626939-A1
5194,EP3884935-A1,EP667345-A1
5195,EP3884935-A1,EP671389-A1
5196,EP3884935-A1,EP685474-A1
5197,EP3884935-A1,EP685475-A1
5198,EP3884935-A1,EP685479-A1
5199,EP3884935-A1,EP710658-A1
5200,EP3884935-A1,EP846688-A1
5201,EP3884935-A1,EP1196396-A1
5202,EP3884935-A1,EP664289-A2
5203,EP3884935-A1,EP426180-A3
5204,EP3884935-A1,EP428302-A3
5205,EP3884935-A1,EP482208-A4
5206,EP3884935-A1,JP2007329652-A
5207,EP3884935-A1,JP2014234389-A
5208,EP3884935-A1,JP2020010875-A
5209,EP3884935-A1,US1980-A
5210,EP3884935-A1,US774011-A
5211,EP3884935-A1,US3846402-A
5212,EP3884935-A1,US3988464-A
5213,EP3884935-A1,US4049582-A
5214,EP3884935-A1,US4219479-A
5215,EP3884935-A1,US4323570-A
5216,EP3884935-A1,US4423067-A
5217,EP3884935-A1,US4474802-A
5218,EP3884935-A1,US4692464-A
5219,EP3884935-A1,US4708963-A
5220,EP3884935-A1,US4871764-A
5221,EP3884935-A1,US4922705-A
5222,EP3884935-A1,US4954642-A
5223,EP3884935-A1,US4963561-A
5224,EP3884935-A1,US5010065-A
5225,EP3884935-A1,US5013758-A
5226,EP3884935-A1,US5140102-A
5227,EP3884935-A1,US5141931-A
5228,EP3884935-A1,US5223409-A
5229,EP3884935-A1,US5350864-A
5230,EP3884935-A1,US5395490-A
5231,EP3884935-A1,US5492912-A
5232,EP3884935-A1,US5686477-A
5233,EP3884935-A1,US5811387-A
5234,EP3884935-A1,US5831108-A
5235,EP3884935-A1,US5925665-A
5236,EP3884935-A1,US6111121-A
5237,EP3884935-A1,US14300608-A
5238,EP3884935-A1,US20010056060-A1
5239,EP3884935-A1,US20020040149-A1
5240,EP3884935-A1,US20020052336-A1
5241,EP3884935-A1,US20020156076-A1
5242,EP3884935-A1,US20030027785-A1
5243,EP3884935-A1,US20030044909-A1
5244,EP3884935-A1,US20030073628-A1
5245,EP3884935-A1,US20030082575-A1
5246,EP3884935-A1,US20030108885-A1
5247,EP3884935-A1,US20030175810-A1
5248,EP3884935-A1,US20040087624-A1
5249,EP3884935-A1,US20040102499-A1
5250,EP3884935-A1,US20040102508-A1
5251,EP3884935-A1,US20040121961-A1
5252,EP3884935-A1,US20040152868-A1
5253,EP3884935-A1,US20040198701-A1
5254,EP3884935-A1,US20040204590-A1
5255,EP3884935-A1,US20040258687-A1
5256,EP3884935-A1,US20040259921-A1
5257,EP3884935-A1,US20050004222-A1
5258,EP3884935-A1,US20050020686-A1
5259,EP3884935-A1,US20050065133-A1
5260,EP3884935-A1,US20050164949-A1
5261,EP3884935-A1,US20050164987-A1
5262,EP3884935-A1,US20050227969-A1
5263,EP3884935-A1,US20050228185-A1
5264,EP3884935-A1,US20050239872-A1
5265,EP3884935-A1,US20050287067-A1
5266,EP3884935-A1,US20060004090-A1
5267,EP3884935-A1,US20060094658-A1
5268,EP3884935-A1,US20060154899-A1
5269,EP3884935-A1,US20060167081-A1
5270,EP3884935-A1,US20060252799-A1
5271,EP3884935-A1,US20060258593-A1
5272,EP3884935-A1,US20060258726-A1
5273,EP3884935-A1,US20060270721-A1
5274,EP3884935-A1,US20060281682-A1
5275,EP3884935-A1,US20070010495-A1
5276,EP3884935-A1,US20070066618-A1
5277,EP3884935-A1,US20070123568-A1
5278,EP3884935-A1,US20070123569-A1
5279,EP3884935-A1,US20070191319-A1
5280,EP3884935-A1,US20080025966-A1
5281,EP3884935-A1,US20080234337-A1
5282,EP3884935-A1,US20090030061-A1
5283,EP3884935-A1,US20090105234-A1
5284,EP3884935-A1,US20090105321-A1
5285,EP3884935-A1,US20090170931-A1
5286,EP3884935-A1,US20090192083-A1
5287,EP3884935-A1,US20090221649-A1
5288,EP3884935-A1,US20090247596-A1
5289,EP3884935-A1,US20090253634-A1
5290,EP3884935-A1,US20090258918-A1
5291,EP3884935-A1,US20090270395-A1
5292,EP3884935-A1,US20090305993-A1
5293,EP3884935-A1,US20090312388-A1
5294,EP3884935-A1,US20090318523-A1
5295,EP3884935-A1,US20090325949-A1
5296,EP3884935-A1,US20100010222-A1
5297,EP3884935-A1,US20100022650-A1
5298,EP3884935-A1,US20100047853-A1
5299,EP3884935-A1,US20100048489-A1
5300,EP3884935-A1,US20100069457-A1
5301,EP3884935-A1,US20100076048-A1
5302,EP3884935-A1,US20100120694-A1
5303,EP3884935-A1,US20100152118-A1
5304,EP3884935-A1,US20100216689-A1
5305,EP3884935-A1,US20100261877-A1
5306,EP3884935-A1,US20110077292-A1
5307,EP3884935-A1,US20110098481-A1
5308,EP3884935-A1,US20110118184-A1
5309,EP3884935-A1,US20110171195-A1
5310,EP3884935-A1,US20120064039-A1
5311,EP3884935-A1,US20120196312-A1
5312,EP3884935-A1,US20120213846-A1
5313,EP3884935-A1,US20120289460-A1
5314,EP3884935-A1,US20130096071-A1
5315,EP3884935-A1,US20130190238-A1
5316,EP3884935-A1,US20120040025-A9
5317,EP3884935-A1,US20120040892-A9
5318,EP3884935-A1,US6245886-B1
5319,EP3884935-A1,US6300366-B1
5320,EP3884935-A1,US6309633-B1
5321,EP3884935-A1,US6331543-B1
5322,EP3884935-A1,US6747037-B1
5323,EP3884935-A1,US7087644-B1
5324,EP3884935-A1,US6624150-B2
5325,EP3884935-A1,US6737423-B2
5326,EP3884935-A1,US7041786-B2
5327,EP3884935-A1,US7304036-B2
5328,EP3884935-A1,US7309706-B2
5329,EP3884935-A1,US7371727-B2
5330,EP3884935-A1,US7494979-B2
5331,EP3884935-A1,US7704947-B2
5332,EP3884935-A1,US7745409-B2
5333,EP3884935-A1,US7772188-B2
5334,EP3884935-A1,US7776896-B2
5335,EP3884935-A1,US7799897-B2
5336,EP3884935-A1,US7879802-B2
5337,EP3884935-A1,US7910546-B2
5338,EP3884935-A1,US8034782-B2
5339,EP3884935-A1,US8080526-B2
5340,EP3884935-A1,US8101579-B2
5341,EP3884935-A1,US8110553-B2
5342,EP3884935-A1,US8114831-B2
5343,EP3884935-A1,US8134015-B2
5344,EP3884935-A1,US8357775-B2
5345,EP3884935-A1,US8367800-B2
5346,EP3884935-A1,US60880606-P
5347,EP3884935-A1,WO1991017991-A
5348,EP3884935-A1,WO1992000968-A
5349,EP3884935-A1,WO1992012961-A1
5350,EP3884935-A1,WO1993007124-A1
5351,EP3884935-A1,WO1993007146-A1
5352,EP3884935-A1,WO1993015044-A1
5353,EP3884935-A1,WO1993015045-A1
5354,EP3884935-A1,WO1993018024-A1
5355,EP3884935-A1,WO1993019068-A1
5356,EP3884935-A1,WO1993019747-A1
5357,EP3884935-A1,WO1993019749-A1
5358,EP3884935-A1,WO1993019751-A1
5359,EP3884935-A1,WO1993025517-A1
5360,EP3884935-A1,WO1994002465-A1
5361,EP3884935-A1,WO1994006423-A1
5362,EP3884935-A1,WO1994012461-A1
5363,EP3884935-A1,WO1994020455-A1
5364,EP3884935-A1,WO1994022852-A1
5365,EP3884935-A1,WO1994025437-A1
5366,EP3884935-A1,WO1994027947-A1
5367,EP3884935-A1,WO1995000516-A1
5368,EP3884935-A1,WO1995001338-A1
5369,EP3884935-A1,WO1995001980-A1
5370,EP3884935-A1,WO1995003794-A1
5371,EP3884935-A1,WO1995004045-A1
5372,EP3884935-A1,WO1995004046-A1
5373,EP3884935-A1,WO1995005386-A1
5374,EP3884935-A1,WO1995008534-A1
5375,EP3884935-A1,WO1995009623-A1
5376,EP3884935-A1,WO1995009624-A1
5377,EP3884935-A1,WO1995009627-A1
5378,EP3884935-A1,WO1995009836-A1
5379,EP3884935-A1,WO1995014667-A1
5380,EP3884935-A1,WO1995014680-A1
5381,EP3884935-A1,WO1995014681-A1
5382,EP3884935-A1,WO1995017392-A1
5383,EP3884935-A1,WO1995017399-A1
5384,EP3884935-A1,WO1995019362-A1
5385,EP3884935-A1,WO1995022520-A1
5386,EP3884935-A1,WO1995024381-A1
5387,EP3884935-A1,WO1995027692-A1
5388,EP3884935-A1,WO1995028926-A1
5389,EP3884935-A1,WO1995035281-A1
5390,EP3884935-A1,WO1995035282-A1
5391,EP3884935-A1,WO1996000218-A1
5392,EP3884935-A1,WO1996001825-A1
5393,EP3884935-A1,WO1996002541-A1
5394,EP3884935-A1,WO1996003399-A1
5395,EP3884935-A1,WO1996011917-A1
5396,EP3884935-A1,WO1999009998-A1
5397,EP3884935-A1,WO2000002878-A1
5398,EP3884935-A1,WO2001041764-A1
5399,EP3884935-A1,WO2003008384-A1
5400,EP3884935-A1,WO2004065365-A1
5401,EP3884935-A1,WO2004085430-A1
5402,EP3884935-A1,WO2005116010-A1
5403,EP3884935-A1,WO2006027142-A1
5404,EP3884935-A1,WO2006052630-A1
5405,EP3884935-A1,WO2006058080-A1
5406,EP3884935-A1,WO2006080323-A1
5407,EP3884935-A1,WO2006137472-A1
5408,EP3884935-A1,WO2007014454-A1
5409,EP3884935-A1,WO2007101531-A1
5410,EP3884935-A1,WO2012006450-A1
5411,EP3884935-A1,WO2012006473-A1
5412,EP3884935-A1,WO2013101830-A1
5413,EP3884935-A1,WO1993019720-A2
5414,EP3884935-A1,WO2002098912-A2
5415,EP3884935-A1,WO2003047513-A2
5416,EP3884935-A1,WO2004071428-A2
5417,EP3884935-A1,WO2004085421-A2
5418,EP3884935-A1,WO2006047476-A2
5419,EP3884935-A1,WO2006086653-A2
5420,EP3884935-A1,WO2008060632-A2
5421,EP3884935-A1,WO2010090513-A2
5422,EP3884935-A1,WO2011140441-A2
5423,EP3884935-A1,WO2012054110-A2
5424,EP3884935-A1,WO2012168930-A2
5425,CN105979959-B,CN101222923-A
5426,CN105979959-B,WO2012006475-A1
5427,CN114404588-A,CN101010335-A
5428,CN114404588-A,CN102020704-A
5429,CN114404588-A,CN102333759-A
5430,CN114404588-A,US20090048175-A1
5431,CN114404588-A,US20090305993-A1
5432,CN114404588-A,US20100152118-A1
5433,CN114404588-A,WO2011156453-A2
5434,EP3884935-B1,CA1248525-A
5435,EP3884935-B1,DE1116676-A
5436,EP3884935-B1,DE2108438-A
5437,EP3884935-B1,DE2123328-A
5438,EP3884935-B1,DE2162096-A
5439,EP3884935-B1,DE2305339-A
5440,EP3884935-B1,DE2305575-A
5441,EP3884935-B1,DE2315801-A
5442,EP3884935-B1,DE2402908-A
5443,EP3884935-B1,DE2413935-A
5444,EP3884935-B1,DE2451417-A
5445,EP3884935-B1,DE2459090-A
5446,EP3884935-B1,DE2646469-A
5447,EP3884935-B1,DE2727481-A
5448,EP3884935-B1,DE2825048-A
5449,EP3884935-B1,DE2837161-A
5450,EP3884935-B1,DE2845220-A
5451,EP3884935-B1,DE2847621-A
5452,EP3884935-B1,DE2934747-A
5453,EP3884935-B1,DE3021792-A
5454,EP3884935-B1,DE3038166-A
5455,EP3884935-B1,DE3044568-A
5456,EP3884935-B1,DE3142982-A
5457,EP3884935-B1,DE1470341-B
5458,EP3884935-B1,EP718-A
5459,EP3884935-B1,EP8408-A
5460,EP3884935-B1,EP10759-A
5461,EP3884935-B1,EP59948-A
5462,EP3884935-B1,EP75436-A
5463,EP3884935-B1,EP84856-A
5464,EP3884935-B1,EP96517-A
5465,EP3884935-B1,EP112987-A
5466,EP3884935-B1,EP116948-A
5467,EP3884935-B1,EP150937-A
5468,EP3884935-B1,EP158380-A
5469,EP3884935-B1,EP161632-A
5470,EP3884935-B1,EP161918-A
5471,EP3884935-B1,EP163965-A
5472,EP3884935-B1,EP167121-A
5473,EP3884935-B1,EP199127-A
5474,EP3884935-B1,EP220044-A
5475,EP3884935-B1,EP247725-A
5476,EP3884935-B1,EP258191-A
5477,EP3884935-B1,EP272910-A
5478,EP3884935-B1,EP272914-A
5479,EP3884935-B1,EP293063-A
5480,EP3884935-B1,EP294647-A
5481,EP3884935-B1,EP300726-A
5482,EP3884935-B1,EP335386-A
5483,EP3884935-B1,EP357788-A
5484,EP3884935-B1,EP389282-A
5485,EP3884935-B1,EP393500-A
5486,EP3884935-B1,EP406958-A
5487,EP3884935-B1,EP426180-A
5488,EP3884935-B1,EP428302-A
5489,EP3884935-B1,EP435811-A
5490,EP3884935-B1,EP463756-A
5491,EP3884935-B1,EP470805-A
5492,EP3884935-B1,EP482208-A
5493,EP3884935-B1,EP490823-A1
5494,EP3884935-B1,EP506194-A1
5495,EP3884935-B1,EP510562-A1
5496,EP3884935-B1,EP511865-A1
5497,EP3884935-B1,EP527117-A1
5498,EP3884935-B1,EP553174-A1
5499,EP3884935-B1,EP579496-A1
5500,EP3884935-B1,EP626939-A1
5501,EP3884935-B1,EP667345-A1
5502,EP3884935-B1,EP671389-A1
5503,EP3884935-B1,EP685474-A1
5504,EP3884935-B1,EP685475-A1
5505,EP3884935-B1,EP685479-A1
5506,EP3884935-B1,EP710658-A1
5507,EP3884935-B1,EP846688-A1
5508,EP3884935-B1,EP664289-A2
5509,EP3884935-B1,JP92234389-B
5510,EP3884935-B1,JP94329652-B
5511,EP3884935-B1,JP95010875-B2
5512,EP3884935-B1,US3988464-A
5513,EP3884935-B1,US4049582-A
5514,EP3884935-B1,US4219479-A
5515,EP3884935-B1,US4323570-A
5516,EP3884935-B1,US4423067-A
5517,EP3884935-B1,US4474802-A
5518,EP3884935-B1,US4692464-A
5519,EP3884935-B1,US4708963-A
5520,EP3884935-B1,US4871764-A
5521,EP3884935-B1,US4954642-A
5522,EP3884935-B1,US4963561-A
5523,EP3884935-B1,US5010065-A
5524,EP3884935-B1,US5013758-A
5525,EP3884935-B1,US5141931-A
5526,EP3884935-B1,US5223409-A
5527,EP3884935-B1,US5350864-A
5528,EP3884935-B1,US5395490-A
5529,EP3884935-B1,US5492912-A
5530,EP3884935-B1,US5686477-A
5531,EP3884935-B1,US5831108-A
5532,EP3884935-B1,US5925665-A
5533,EP3884935-B1,US6111121-A
5534,EP3884935-B1,US2010152118-A1
5535,EP3884935-B1,US20010056060-A1
5536,EP3884935-B1,US20020040149-A1
5537,EP3884935-B1,US20030044909-A1
5538,EP3884935-B1,US20040087624-A1
5539,EP3884935-B1,US20040102499-A1
5540,EP3884935-B1,US20040102508-A1
5541,EP3884935-B1,US20040198701-A1
5542,EP3884935-B1,US20040204590-A1
5543,EP3884935-B1,US20040259921-A1
5544,EP3884935-B1,US20050004222-A1
5545,EP3884935-B1,US20050020686-A1
5546,EP3884935-B1,US20050049227-A1
5547,EP3884935-B1,US20050065133-A1
5548,EP3884935-B1,US20050164949-A1
5549,EP3884935-B1,US20050164987-A1
5550,EP3884935-B1,US20050227969-A1
5551,EP3884935-B1,US20050228185-A1
5552,EP3884935-B1,US20050239872-A1
5553,EP3884935-B1,US20060004090-A1
5554,EP3884935-B1,US20060106088-A1
5555,EP3884935-B1,US20060111430-A1
5556,EP3884935-B1,US20060154899-A1
5557,EP3884935-B1,US20060167081-A1
5558,EP3884935-B1,US20060252799-A1
5559,EP3884935-B1,US20060258726-A1
5560,EP3884935-B1,US20060270721-A1
5561,EP3884935-B1,US20070010495-A1
5562,EP3884935-B1,US20070066618-A1
5563,EP3884935-B1,US20070123568-A1
5564,EP3884935-B1,US20070123569-A1
5565,EP3884935-B1,US20070191319-A1
5566,EP3884935-B1,US20080234337-A1
5567,EP3884935-B1,US20090030061-A1
5568,EP3884935-B1,US20090105234-A1
5569,EP3884935-B1,US20090105321-A1
5570,EP3884935-B1,US20090170931-A1
5571,EP3884935-B1,US20090192083-A1
5572,EP3884935-B1,US20090247596-A1
5573,EP3884935-B1,US20090253634-A1
5574,EP3884935-B1,US20090258918-A1
5575,EP3884935-B1,US20090270395-A1
5576,EP3884935-B1,US20090305993-A1
5577,EP3884935-B1,US20090312388-A1
5578,EP3884935-B1,US20090318523-A1
5579,EP3884935-B1,US20090325949-A1
5580,EP3884935-B1,US20100010222-A1
5581,EP3884935-B1,US20100022650-A1
5582,EP3884935-B1,US20100047853-A1
5583,EP3884935-B1,US20100048489-A1
5584,EP3884935-B1,US20100069457-A1
5585,EP3884935-B1,US20100076048-A1
5586,EP3884935-B1,US20100120694-A1
5587,EP3884935-B1,US20100216689-A1
5588,EP3884935-B1,US20100261877-A1
5589,EP3884935-B1,US20110077292-A1
5590,EP3884935-B1,US20110098481-A1
5591,EP3884935-B1,US20110118184-A1
5592,EP3884935-B1,US20110171195-A1
5593,EP3884935-B1,US20120196312-A1
5594,EP3884935-B1,US20120202288-A1
5595,EP3884935-B1,US20120213846-A1
5596,EP3884935-B1,US20120289460-A1
5597,EP3884935-B1,US20130096071-A1
5598,EP3884935-B1,US20130190238-A1
5599,EP3884935-B1,US20120040025-A9
5600,EP3884935-B1,US20120040892-A9
5601,EP3884935-B1,US6300366-B1
5602,EP3884935-B1,US6309633-B1
5603,EP3884935-B1,US6331543-B1
5604,EP3884935-B1,US6747037-B1
5605,EP3884935-B1,US7087644-B1
5606,EP3884935-B1,US6737423-B2
5607,EP3884935-B1,US7041786-B2
5608,EP3884935-B1,US7304036-B2
5609,EP3884935-B1,US7309706-B2
5610,EP3884935-B1,US7371727-B2
5611,EP3884935-B1,US7494979-B2
5612,EP3884935-B1,US7704947-B2
5613,EP3884935-B1,US7745409-B2
5614,EP3884935-B1,US7772188-B2
5615,EP3884935-B1,US7776896-B2
5616,EP3884935-B1,US7799897-B2
5617,EP3884935-B1,US7879802-B2
5618,EP3884935-B1,US7910546-B2
5619,EP3884935-B1,US8034782-B2
5620,EP3884935-B1,US8080526-B2
5621,EP3884935-B1,US8101579-B2
5622,EP3884935-B1,US8110553-B2
5623,EP3884935-B1,US8114831-B2
5624,EP3884935-B1,US8134015-B2
5625,EP3884935-B1,US8357775-B2
5626,EP3884935-B1,US8367800-B2
5627,EP3884935-B1,WO1991017991-A
5628,EP3884935-B1,WO1992000968-A
5629,EP3884935-B1,WO1992012961-A1
5630,EP3884935-B1,WO1993007124-A1
5631,EP3884935-B1,WO1993007146-A1
5632,EP3884935-B1,WO1993015044-A1
5633,EP3884935-B1,WO1993015045-A1
5634,EP3884935-B1,WO1993018024-A1
5635,EP3884935-B1,WO1993019068-A1
5636,EP3884935-B1,WO1993019747-A1
5637,EP3884935-B1,WO1993019749-A1
5638,EP3884935-B1,WO1993019751-A1
5639,EP3884935-B1,WO1993025517-A1
5640,EP3884935-B1,WO1994002465-A1
5641,EP3884935-B1,WO1994006423-A1
5642,EP3884935-B1,WO1994012461-A1
5643,EP3884935-B1,WO1994020455-A1
5644,EP3884935-B1,WO1994022852-A1
5645,EP3884935-B1,WO1994025437-A1
5646,EP3884935-B1,WO1994027947-A1
5647,EP3884935-B1,WO1995000516-A1
5648,EP3884935-B1,WO1995001338-A1
5649,EP3884935-B1,WO1995001980-A1
5650,EP3884935-B1,WO1995003794-A1
5651,EP3884935-B1,WO1995004045-A1
5652,EP3884935-B1,WO1995004046-A1
5653,EP3884935-B1,WO1995005386-A1
5654,EP3884935-B1,WO1995008534-A1
5655,EP3884935-B1,WO1995009623-A1
5656,EP3884935-B1,WO1995009624-A1
5657,EP3884935-B1,WO1995009627-A1
5658,EP3884935-B1,WO1995009836-A1
5659,EP3884935-B1,WO1995014667-A1
5660,EP3884935-B1,WO1995014680-A1
5661,EP3884935-B1,WO1995014681-A1
5662,EP3884935-B1,WO1995017392-A1
5663,EP3884935-B1,WO1995017399-A1
5664,EP3884935-B1,WO1995019362-A1
5665,EP3884935-B1,WO1995022520-A1
5666,EP3884935-B1,WO1995024381-A1
5667,EP3884935-B1,WO1995027692-A1
5668,EP3884935-B1,WO1995028926-A1
5669,EP3884935-B1,WO1995035281-A1
5670,EP3884935-B1,WO1995035282-A1
5671,EP3884935-B1,WO1996000218-A1
5672,EP3884935-B1,WO1996001825-A1
5673,EP3884935-B1,WO1996002541-A1
5674,EP3884935-B1,WO1996003399-A1
5675,EP3884935-B1,WO1996011917-A1
5676,EP3884935-B1,WO2000002878-A1
5677,EP3884935-B1,WO2001041764-A1
5678,EP3884935-B1,WO2004065365-A1
5679,EP3884935-B1,WO2004085430-A1
5680,EP3884935-B1,WO2005116010-A1
5681,EP3884935-B1,WO2006052630-A1
5682,EP3884935-B1,WO2006058080-A1
5683,EP3884935-B1,WO2006080323-A1
5684,EP3884935-B1,WO2006137472-A1
5685,EP3884935-B1,WO2007014454-A1
5686,EP3884935-B1,WO2012006450-A1
5687,EP3884935-B1,WO2012006473-A1
5688,EP3884935-B1,WO2012006475-A1
5689,EP3884935-B1,WO2012006477-A1
5690,EP3884935-B1,WO2013101830-A1
5691,EP3884935-B1,WO1993019720-A2
5692,EP3884935-B1,WO2004071428-A2
5693,EP3884935-B1,WO2006086653-A2
5694,EP3884935-B1,WO2010090513-A2
5695,EP3884935-B1,WO2012054110-A2
5696,EP3884935-B1,WO2002098912-A3
5697,EP3884935-B1,WO2003047513-A3
5698,EP3884935-B1,WO2004085421-A3
5699,EP3884935-B1,WO2006047476-A3
5700,EP3884935-B1,WO2011140441-A3
5701,EP3884935-B1,WO2012168930-A3
5702,US11813304-B2,US20100016305-A1
5703,US11813304-B2,US20130336920-A1
5704,US11813304-B2,US20160067242-A1
5705,US11813304-B2,US20160184387-A1
5706,US11813304-B2,US8916569-B2
5707,US11813304-B2,WO2007009607-A1
5708,US11813304-B2,WO2012054110-A2
5709,US11813304-B2,US4954642-A
5710,US11813304-B2,US20090048175-A1
5711,US11813304-B2,US20090305993-A1
5712,US11813304-B2,US20100152118-A1
5713,US11813304-B2,US20100215779-A1
5714,US11813304-B2,US7704947-B2
5715,US11813304-B2,WO2005087797-A1
5716,US11813304-B2,WO2009149278-A1
5717,US11813304-B2,WO2012006475-A1
5718,US11813304-B2,WO2012006477-A1
5719,US11813304-B2,WO2013025969-A1
5720,US11813304-B2,WO2011156453-A2
5721,US11813304-B2,WO2014169094-A2
5722,NL2011170-C,US20050265980-A1
5723,NL2011170-C,WO2008109119-A2
5724,CN105452446-A,CN101044235-A
5725,CN105452446-A,CN101155913-A
5726,CN105452446-A,US20050265980-A1
5727,CN105473706-A,CN102597220-A
5728,US2016237409-A1,WO2005075636-A1
